0 1 2
344 0 0
345 1 0
346 1 1
347 0 2
348 1 2
349 1 2
350 0 0
351 1 1
352 0 1
353 1 2
354 1 2
355 1 2
356 1 1
357 0 0
358 1 2
359 1 1
360 1 2
361 0 2
362 1 2
363 0 2
364 1 0
365 1 0
366 1 2
367 0 1
368 0 0
369 1 1
370 1 1
371 1 2
372 1 1
373 0 1
374 1 1
375 1 1
376 1 0
377 1 2
378 1 1
379 1 1
380 1 1
381 0 2
382 0 1
383 0 2
384 0 2
385 0 2
386 1 1
387 1 2
388 1 0
389 1 2
390 0 0
391 1 2
392 1 1
393 0 0
394 1 1
395 1 1
396 1 1
397 1 2
398 1 2
399 1 1
400 1 0
401 0 0
402 1 1
403 1 2
404 0 1
405 1 2
406 0 2
407 1 1
408 1 2
409 1 2
410 1 2
411 1 1
412 0 1
413 1 2
414 1 2
415 1 2
416 1 1
417 1 2
418 1 1
419 1 2
420 0 0
421 1 1
422 1 2
423 0 2
424 1 1
425 0 2
426 1 2
427 1 1
428 1 2
429 1 0
430 0 1
431 1 0
432 1 1
433 0 1
434 0 2
435 1 1
436 0 2
437 0 2
438 1 1
439 1 2
440 1 2
441 0 0
442 0 2
443 0 1
444 1 2
445 0 0
446 1 0
447 1 1
448 1 1
449 1 2
450 1 2
451 1 2
452 1 2
453 1 1
454 1 1
455 1 0
456 1 0
457 1 1
458 1 1
459 1 1
460 0 2
461 1 0
462 1 2
463 0 2
464 0 2
465 1 2
466 1 2
467 1 1
468 1 2
469 1 0
470 1 2
471 1 1
472 1 2
473 0 2
474 1 1
475 1 1
476 1 2
477 1 2
478 1 2
479 0 1
480 1 1
481 1 2
482 1 0
483 1 2
484 0 1
485 0 2
486 0 2
487 0 1
488 0 1
489 1 2
490 1 2
491 1 0
492 0 1
493 1 2
494 0 0
495 1 1
496 1 1
497 1 1
498 1 0
499 1 2
500 1 1
501 1 1
502 1 0
503 1 2
504 1 1
505 1 2
506 1 2
507 1 1
508 1 1
509 0 1
510 0 2
511 1 1
512 1 2
513 0 1
514 1 2
515 1 0
516 0 0
517 1 1
518 0 2
519 1 0
520 1 0
521 0 0
522 1 2
523 0 2
524 1 1
525 1 2
526 1 2
527 1 0
528 1 1
529 1 1
530 1 1
531 1 2
532 1 0
533 1 0
534 1 0
535 1 0
536 1 0
537 0 2
538 1 2
539 1 2
540 0 1
541 1 2
542 1 1
543 1 2
544 1 1
545 1 2
546 1 1
547 1 2
548 1 1
549 1 0
550 1 0
551 1 2
552 1 1
553 1 1
554 1 0
555 1 1
556 0 0
557 1 1
558 1 2
559 0 2
560 0 1
561 1 2
562 0 2
563 1 1
564 0 2
565 1 2
566 1 0
567 1 1
568 0 1
569 1 1
570 1 1
571 1 2
572 1 0
573 1 0
574 1 1
575 1 0
576 0 1
577 1 0
578 1 0
579 1 1
580 1 1
581 1 0
582 1 1
583 1 0
584 1 1
585 1 0
586 1 1
587 1 0
588 1 2
589 1 1
590 0 2
591 0 2
592 1 2
593 0 2
594 0 1
595 0 2
596 0 1
597 1 1
598 1 0
599 1 1
600 1 2
601 1 0
602 1 1
603 1 1
604 1 1
605 1 2
606 1 1
607 1 0
608 1 1
609 1 2
610 1 0
611 1 0
612 1 2
613 1 2
614 0 1
615 1 1
616 1 2
617 1 2
618 1 0
619 1 2
620 0 2
621 1 0
622 0 2
623 1 1
624 1 2
625 1 2
626 1 1
627 0 1
628 1 1
629 1 1
630 1 1
631 0 1
632 1 1
633 1 1
634 1 2
635 1 0
636 1 1
637 0 1
638 0 0
639 0 2
640 1 2
641 1 2
642 1 1
643 1 1
644 1 2
645 1 1
646 0 1
647 1 2
648 1 2
649 1 2
650 1 0
651 0 1
652 1 2
653 1 2
654 1 1
655 1 1
656 1 0
657 1 2
658 1 0
659 1 0
660 1 2
661 0 2
662 1 2
663 1 0
664 1 1
665 0 2
666 1 0
667 1 2
668 1 0
669 1 1
670 0 1
671 0 2
672 1 2
673 1 2
674 0 2
675 0 2
676 1 2
677 0 2
678 1 2
679 0 2
680 1 1
681 0 2
682 1 1
683 0 1
684 0 2
685 0 2
686 1 0
687 1 1
688 1 2
689 1 2
690 0 2
691 0 1
692 0 2
693 1 1
694 1 1
695 0 2
696 1 2
697 0 2
698 1 2
699 1 0
700 1 1
701 0 1
702 0 2
703 1 2
704 1 2
705 1 2
706 1 2
707 1 2
708 1 2
709 0 1
710 0 2
711 1 2
712 1 2
713 1 2
714 1 2
715 0 1
716 1 1
717 1 1
718 1 2
719 1 2
720 0 0
721 1 1
722 1 1
723 1 2
724 0 1
725 1 2
726 1 2
727 1 1
728 1 0
729 1 1
730 1 1
731 0 1
732 0 1
733 1 2
734 1 1
735 0 2
736 1 2
737 1 2
738 1 0
739 0 1
740 1 1
741 1 0
742 0 0
743 1 1
744 1 2
745 1 1
746 0 1
747 1 1
748 1 2
749 1 1
750 1 2
751 1 0
752 1 2
753 1 2
754 1 1
755 0 2
756 1 2
757 0 2
758 1 2
759 1 2
760 1 2
761 1 0
762 1 2
763 1 0
764 1 2
765 1 1
766 1 2
767 0 2
768 1 0
769 0 2
770 1 1
771 1 1
772 1 2
773 1 2
774 1 1
775 0 2
776 1 0
777 1 2
778 0 2
779 1 1
780 1 2
781 0 2
782 1 1
783 1 2
784 1 0
785 1 2
786 1 1
787 0 1
788 0 2
789 1 2
790 1 2
791 1 2
792 1 1
793 0 1
794 1 0
795 1 2
796 1 2
797 1 2
798 1 1
799 0 1
800 1 2
801 1 2
802 0 0
803 1 1
804 1 2
805 0 2
806 0 1
807 1 2
808 0 1
809 1 1
810 0 2
811 1 1
812 1 2
813 1 0
814 1 2
815 1 0
816 1 1
817 1 2
818 1 1
819 1 0
820 0 0
821 1 2
822 0 0
823 1 0
824 1 1
825 1 1
826 1 2
827 0 2
828 1 2
829 1 0
830 0 2
831 1 2
832 1 0
833 0 2
834 0 2
835 1 0
836 1 0
837 0 0
838 0 1
839 1 1
840 1 0
841 1 2
842 1 0
843 1 2
844 1 2
845 1 1
846 0 0
847 1 1
848 1 1
849 1 2
850 1 0
851 1 2
852 1 0
853 1 0
854 1 0
855 1 2
856 0 2
857 1 0
858 1 0
859 1 1
860 0 2
861 0 1
862 1 0
863 1 2
864 0 0
865 1 1
866 1 2
867 1 1
868 0 1
869 1 1
870 1 0
871 1 0
872 1 1
873 0 2
874 0 2
875 1 0
876 1 0
877 1 1
878 0 2
879 0 1
880 1 1
881 0 2
882 0 1
883 1 1
884 1 2
885 0 1
886 0 1
887 0 1
888 1 2
889 0 1
890 1 2
891 1 2
892 0 2
893 1 2
894 1 2
895 0 1
896 0 2
897 1 0
898 1 1
899 0 2
900 1 1
901 0 1
902 0 0
903 1 2
904 1 0
905 1 2
906 0 1
907 1 1
908 0 2
909 0 2
910 1 2
911 1 2
912 1 0
913 0 2
914 1 2
915 1 1
916 1 1
917 1 2
918 1 1
919 1 0
920 1 2
921 1 1
922 1 2
923 1 2
924 1 1
925 1 1
926 1 1
927 0 0
928 0 1
929 0 1
930 0 2
931 1 2
932 1 1
933 1 0
934 0 2
935 1 2
936 0 2
937 0 0
938 1 1
939 0 0
940 1 2
941 1 2
942 1 1
943 1 0
944 1 1
945 1 1
946 0 0
947 1 1
948 1 1
949 1 2
950 1 1
951 0 2
952 1 0
953 1 2
954 1 2
955 1 2
956 1 0
957 1 2
958 1 1
959 0 0
960 1 2
961 1 2
962 1 2
963 0 2
964 0 2
965 1 2
966 1 2
967 0 2
968 1 1
969 0 2
970 1 1
971 1 2
972 1 1
973 0 1
974 1 0
975 1 1
976 1 1
977 1 1
978 1 0
979 1 1
980 0 0
981 1 2
982 1 2
983 1 1
984 0 1
985 1 2
986 0 2
987 1 2
988 1 1
989 1 2
990 1 0
991 1 2
992 1 1
993 1 1
994 1 2
995 1 2
996 1 2
997 1 1
998 1 2
999 1 1
1000 1 0
1001 1 2
1002 1 2
1003 0 1
1004 0 1
1005 0 0
1006 0 2
1007 1 2
1008 0 1
1009 0 2
1010 0 0
1011 1 2
1012 1 2
1013 1 2
1014 1 1
1015 0 1
1016 1 2
1017 0 2
1018 1 1
1019 0 1
1020 1 1
1021 1 2
1022 0 1
1023 1 2
1024 0 2
1025 0 2
1026 1 2
1027 0 2
1028 0 2
1029 1 0
1030 0 1
1031 0 1
1032 0 2
1033 1 2
1034 1 1
1035 1 2
1036 1 2
1037 1 2
1038 1 0
1039 1 1
1040 0 1
1041 1 2
1042 1 0
1043 1 1
1044 0 0
1045 1 0
1046 0 1
1047 1 2
1048 0 2
1049 1 1
1050 1 0
1051 1 2
1052 1 2
1053 1 0
1054 1 0
1055 1 2
1056 1 0
1057 0 1
1058 1 0
1059 1 2
1060 1 1
1061 1 2
1062 1 0
1063 1 1
1064 0 2
1065 1 0
1066 1 2
1067 0 0
1068 0 2
1069 1 2
1070 1 0
1071 1 2
1072 1 2
1073 1 0
1074 1 1
1075 1 2
1076 1 0
1077 0 1
1078 1 2
1079 1 0
1080 1 2
1081 0 2
1082 1 1
1083 0 2
1084 1 2
1085 1 2
1086 1 2
1087 1 0
1088 1 1
1089 1 0
1090 1 1
1091 1 1
1092 1 1
1093 0 1
1094 0 0
1095 1 1
1096 1 2
1097 1 1
1098 1 0
1099 1 1
1100 0 1
1101 1 1
1102 0 2
1103 1 2
1104 1 0
1105 1 1
1106 1 1
1107 1 0
1108 1 1
1109 1 2
1110 1 0
1111 1 1
1112 1 1
1113 1 0
1114 1 1
1115 1 0
1116 1 2
1117 1 1
1118 1 2
1119 0 1
1120 1 2
1121 0 2
1122 1 0
1123 0 1
1124 1 0
1125 1 0
1126 0 1
1127 1 2
1128 1 1
1129 1 0
1130 0 1
1131 1 0
1132 1 1
1133 1 0
1134 1 1
1135 1 2
1136 1 0
1137 1 2
1138 0 2
1139 1 1
1140 1 2
1141 1 0
1142 1 1
1143 1 1
1144 1 1
1145 1 1
1146 1 2
1147 1 2
1148 1 1
1149 1 2
1150 0 1
1151 0 0
1152 1 0
1153 0 0
1154 1 2
1155 0 1
1156 0 0
1157 1 2
1158 1 2
1159 1 1
1160 0 2
1161 1 0
1162 1 1
1163 1 1
1164 0 2
1165 1 2
1166 1 1
1167 0 0
1168 1 2
1169 1 1
1170 1 2
1171 1 2
1172 0 1
1173 1 1
1174 1 2
1175 1 2
1176 1 1
1177 0 2
1178 1 2
1179 1 1
1180 1 2
1181 1 1
1182 1 2
1183 1 1
1184 0 1
1185 0 1
1186 0 0
1187 0 2
1188 1 2
1189 1 1
1190 0 2
1191 1 1
1192 1 1
1193 1 0
1194 1 2
1195 1 1
1196 1 1
1197 1 2
1198 1 2
1199 1 2
1200 1 1
1201 1 2
1202 1 0
1203 1 0
1204 1 0
1205 1 2
1206 0 2
1207 1 1
1208 0 2
1209 1 1
1210 0 1
1211 1 2
1212 0 0
1213 1 1
1214 1 2
1215 1 1
1216 1 2
1217 1 2
1218 1 0
1219 0 0
1220 1 1
1221 1 0
1222 1 2
1223 1 0
1224 1 1
1225 1 1
1226 0 2
1227 1 0
1228 0 2
1229 0 2
1230 0 0
1231 0 1
1232 1 2
1233 1 2
1234 1 1
1235 1 2
1236 0 2
1237 1 2
1238 1 1
1239 0 1
1240 1 0
1241 1 0
1242 0 0
1243 1 1
1244 1 1
1245 1 0
1246 0 1
1247 1 0
1248 1 2
1249 1 1
1250 0 0
1251 1 2
1252 1 2
1253 0 1
1254 1 2
1255 1 1
1256 1 1
1257 1 1
1258 1 2
1259 0 0
1260 1 2
1261 0 1
1262 1 1
1263 0 1
1264 0 0
1265 1 1
1266 1 2
1267 1 1
1268 1 0
1269 0 0
1270 1 1
1271 1 1
1272 1 1
1273 1 1
1274 0 2
1275 1 0
1276 1 0
1277 1 2
1278 1 2
1279 1 0
1280 1 1
1281 1 2
1282 1 0
1283 1 1
1284 0 0
1285 1 0
1286 1 2
1287 1 0
1288 1 2
1289 1 2
1290 1 2
1291 1 2
1292 1 2
1293 1 2
1294 1 1
1295 1 2
1296 1 2
1297 1 2
1298 1 1
1299 1 1
1300 1 2
1301 1 1
1302 1 2
1303 1 1
1304 1 2
1305 0 0
1306 0 1
1307 1 1
1308 0 1
1309 1 1
1310 0 1
1311 1 2
1312 1 1
1313 1 0
1314 1 0
1315 1 1
1316 1 2
1317 1 1
1318 1 2
1319 1 2
1320 1 0
1321 1 1
1322 1 1
1323 1 1
1324 1 1
1325 1 0
1326 1 0
1327 1 2
1328 0 2
1329 1 2
1330 1 0
1331 1 2
1332 1 1
1333 1 0
1334 1 1
1335 1 1
1336 1 2
1337 1 2
1338 1 2
1339 1 2
1340 1 0
1341 1 0
1342 1 1
1343 1 1
1344 1 0
1345 1 0
1346 1 0
1347 0 1
1348 0 1
1349 1 2
1350 0 2
1351 1 2
1352 0 2
1353 1 1
1354 1 1
1355 0 1
1356 0 0
1357 1 1
1358 1 2
1359 0 1
1360 1 0
1361 1 0
1362 1 0
1363 0 0
1364 1 0
1365 1 2
1366 1 1
1367 1 1
1368 1 1
1369 1 2
1370 1 0
1371 1 0
1372 1 0
1373 1 1
1374 1 1
1375 1 2
1376 1 0
1377 1 0
1378 1 1
1379 1 1
1380 1 2
1381 1 1
1382 1 0
1383 1 2
1384 0 0
1385 1 2
1386 1 2
1387 1 0
1388 0 0
1389 1 1
1390 1 2
1391 1 2
1392 1 2
1393 1 2
1394 0 2
1395 1 2
1396 1 2
1397 1 2
1398 0 2
1399 1 1
1400 1 2
1401 1 2
1402 1 2
1403 0 2
1404 1 2
1405 1 2
1406 1 2
1407 1 0
1408 1 2
1409 1 2
1410 0 2
1411 1 2
1412 1 2
1413 0 2
1414 0 2
1415 1 2
1416 1 2
1417 1 1
1418 1 2
1419 1 0
1420 0 2
1421 1 2
1422 1 0
1423 1 1
1424 1 2
1425 1 0
1426 0 2
1427 1 2
1428 0 1
1429 1 2
1430 0 2
1431 1 2
1432 1 1
1433 1 1
1434 1 1
1435 1 1
1436 1 1
1437 0 1
1438 0 2
1439 1 1
1440 1 2
1441 1 2
1442 1 0
1443 0 0
1444 1 1
1445 1 1
1446 1 1
1447 1 0
1448 1 1
1449 0 0
1450 1 2
1451 0 1
1452 1 1
1453 1 2
1454 0 0
1455 0 1
1456 0 2
1457 1 2
1458 0 2
1459 0 0
1460 0 2
1461 1 2
1462 1 1
1463 1 1
1464 0 1
1465 1 2
1466 0 1
1467 1 2
1468 1 2
1469 1 0
1470 1 2
1471 1 2
1472 1 2
1473 1 2
1474 1 2
1475 1 1
1476 1 0
1477 1 2
1478 1 1
1479 0 1
1480 1 0
1481 1 1
1482 1 2
1483 1 1
1484 0 2
1485 0 2
1486 1 0
1487 1 2
1488 0 2
1489 1 2
1490 1 0
1491 1 2
1492 1 2
1493 1 1
1494 0 2
1495 1 0
1496 0 2
1497 1 1
1498 1 2
1499 1 0
1500 1 0
1501 0 2
1502 1 1
1503 1 2
1504 1 1
1505 1 1
1506 1 1
1507 1 0
1508 1 2
1509 1 2
1510 0 1
1511 0 1
1512 1 1
1513 1 2
1514 1 2
1515 0 2
1516 0 0
1517 0 1
1518 0 2
1519 1 2
1520 0 1
1521 1 1
1522 1 2
1523 0 2
1524 1 2
1525 1 1
1526 1 2
1527 1 1
1528 1 2
1529 0 2
1530 1 2
1531 1 0
1532 1 1
1533 1 2
1534 1 1
1535 0 1
1536 1 2
1537 0 2
1538 1 2
1539 0 2
1540 1 2
1541 0 2
1542 0 0
1543 0 1
1544 1 0
1545 1 0
1546 1 0
1547 1 0
1548 1 0
1549 1 0
1550 1 0
1551 1 1
1552 1 2
1553 1 2
1554 1 2
1555 0 2
1556 1 2
1557 1 0
1558 1 2
1559 1 2
1560 0 1
1561 1 0
1562 1 2
1563 0 0
1564 0 1
1565 1 1
1566 1 1
1567 1 2
1568 1 2
1569 1 1
1570 0 0
1571 1 1
1572 1 2
1573 0 2
1574 1 0
1575 1 2
1576 1 0
1577 1 1
1578 1 2
1579 1 2
1580 1 2
1581 1 1
1582 1 2
1583 1 2
1584 1 0
1585 1 1
1586 1 2
1587 1 1
1588 1 2
1589 1 0
1590 1 2
1591 0 0
1592 0 2
1593 1 2
1594 0 2
1595 1 0
1596 1 0
1597 1 0
1598 1 0
1599 0 0
1600 0 0
1601 1 1
1602 1 0
1603 1 1
1604 1 0
1605 0 0
1606 1 1
1607 0 2
1608 0 2
1609 1 0
1610 1 2
1611 1 1
1612 0 1
1613 0 2
1614 1 2
1615 1 0
1616 1 2
1617 1 2
1618 1 1
1619 0 2
1620 1 2
1621 0 1
1622 1 1
1623 1 1
1624 1 2
1625 1 0
1626 1 2
1627 0 0
1628 0 1
1629 1 0
1630 0 1
1631 1 1
1632 0 1
1633 0 2
1634 1 2
1635 1 2
1636 1 2
1637 0 1
1638 1 2
1639 1 1
1640 1 2
1641 1 0
1642 0 1
1643 0 1
1644 0 1
1645 1 1
1646 1 2
1647 0 2
1648 1 1
1649 1 1
1650 0 1
1651 1 2
1652 1 1
1653 1 2
1654 0 2
1655 1 2
1656 1 1
1657 0 2
1658 0 2
1659 0 1
1660 1 0
1661 1 2
1662 1 2
1663 1 0
1664 1 2
1665 1 1
1666 1 2
1667 0 2
1668 1 1
1669 1 0
1670 1 2
1671 1 2
1672 0 2
1673 0 2
1674 0 0
1675 0 2
1676 1 1
1677 1 2
1678 1 1
1679 0 2
1680 1 2
1681 0 2
1682 0 2
1683 1 0
1684 1 2
1685 1 1
1686 1 1
1687 1 2
1688 1 2
1689 1 2
1690 1 2
1691 1 2
1692 1 2
1693 1 2
1694 1 1
1695 1 2
1696 0 2
1697 1 1
1698 0 2
1699 1 2
1700 1 2
1701 1 2
1702 0 0
1703 0 1
1704 1 2
1705 1 2
1706 1 2
1707 1 2
1708 0 0
1709 1 1
1710 0 2
1711 1 2
1712 0 2
1713 0 1
1714 1 2
1715 0 2
1716 1 2
1717 1 2
1718 0 2
1719 1 1
1720 0 2
1721 1 2
1722 1 2
1723 1 0
1724 1 2
1725 1 2
1726 1 2
1727 1 2
1728 0 2
1729 1 2
1730 1 2
1731 1 2
1732 1 2
1733 1 2
1734 1 2
1735 0 2
1736 1 1
1737 1 2
1738 1 2
1739 1 1
1740 1 0
1741 0 1
1742 1 2
1743 0 2
1744 1 2
1745 0 2
1746 1 2
1747 1 2
1748 1 2
1749 1 2
1750 0 1
1751 0 2
1752 1 2
1753 0 2
1754 0 2
1755 1 1
1756 1 1
1757 1 1
1758 1 1
1759 1 2
1760 0 1
1761 0 1
1762 1 1
1763 1 1
1764 0 1
1765 1 2
1766 0 2
1767 1 2
1768 1 2
1769 1 2
1770 0 0
1771 0 2
1772 1 1
1773 1 1
1774 1 2
1775 1 0
1776 1 0
1777 1 2
1778 0 2
1779 1 2
1780 0 2
1781 0 2
1782 1 2
1783 0 2
1784 1 1
1785 1 2
1786 1 1
1787 1 2
1788 0 2
1789 1 1
1790 0 2
1791 0 1
1792 1 2
1793 1 1
1794 1 1
1795 1 1
1796 1 1
1797 1 1
1798 1 1
1799 1 2
1800 1 2
1801 0 2
1802 1 1
1803 1 0
1804 1 1
1805 1 2
1806 1 2
1807 1 1
1808 1 0
1809 1 2
1810 1 1
1811 1 1
1812 1 1
1813 1 2
1814 0 2
1815 1 0
1816 1 2
1817 1 1
1818 1 2
1819 1 1
1820 1 2
1821 1 1
1822 1 2
1823 1 1
1824 1 2
1825 1 2
1826 1 2
1827 0 1
1828 0 0
1829 1 2
1830 1 2
1831 1 2
1832 1 2
1833 1 0
1834 0 2
1835 1 2
1836 0 2
1837 1 2
1838 1 2
1839 0 2
1840 1 2
1841 1 2
1842 1 2
1843 1 1
1844 1 2
1845 1 1
1846 0 1
1847 1 1
1848 0 2
1849 1 1
1850 1 2
1851 1 2
1852 1 2
1853 0 2
1854 0 2
1855 0 2
1856 1 2
1857 1 0
1858 1 1
1859 0 2
1860 1 2
1861 1 2
1862 0 2
1863 0 1
1864 0 2
1865 1 2
1866 1 2
1867 0 2
1868 0 2
1869 1 2
1870 1 2
1871 0 2
1872 0 2
1873 0 2
1874 1 2
1875 1 1
1876 0 1
1877 1 2
1878 0 0
1879 1 0
1880 1 1
1881 1 0
1882 0 2
1883 1 2
1884 1 2
1885 1 1
1886 1 2
1887 0 2
1888 1 2
1889 1 2
1890 1 2
1891 1 2
1892 1 2
1893 1 0
1894 1 2
1895 1 2
1896 0 2
1897 1 1
1898 0 1
1899 1 2
1900 1 2
1901 1 1
1902 1 1
1903 1 0
1904 1 0
1905 1 2
1906 1 2
1907 1 2
1908 1 0
1909 1 2
1910 0 2
1911 1 1
1912 1 1
1913 1 1
1914 1 1
1915 1 1
1916 1 2
1917 1 2
1918 0 2
1919 0 1
1920 0 2
1921 1 2
1922 1 1
1923 1 1
1924 1 2
1925 0 2
1926 1 2
1927 1 0
1928 1 0
1929 0 2
1930 1 2
1931 0 2
1932 1 2
1933 1 1
1934 0 1
1935 1 1
1936 0 0
1937 0 2
1938 1 2
1939 1 2
1940 1 0
1941 0 2
1942 1 1
1943 1 1
1944 1 1
1945 1 2
1946 1 1
1947 1 1
1948 1 1
1949 1 2
1950 0 2
1951 1 2
1952 1 2
1953 1 2
1954 1 2
1955 1 2
1956 1 1
1957 0 1
1958 1 2
1959 1 2
1960 1 2
1961 0 1
1962 1 2
1963 1 2
1964 1 2
1965 1 1
1966 1 2
1967 0 2
1968 0 0
1969 1 1
1970 0 1
1971 1 0
1972 1 2
1973 0 0
1974 1 2
1975 1 1
1976 1 1
1977 1 0
1978 0 0
1979 1 2
1980 1 0
1981 0 2
1982 0 2
1983 1 1
1984 1 2
1985 1 2
1986 1 2
1987 1 1
1988 0 1
1989 0 0
1990 0 2
1991 0 2
1992 0 1
1993 1 1
1994 0 1
1995 0 2
1996 1 2
1997 1 2
1998 1 1
1999 1 2
2000 1 2
2001 1 2
2002 1 2
2003 0 0
2004 1 2
2005 1 1
2006 0 2
2007 1 2
2008 1 1
2009 1 1
2010 1 1
2011 1 0
2012 0 2
2013 1 2
2014 0 0
2015 1 1
2016 1 1
2017 0 1
2018 0 1
2019 1 1
2020 0 2
2021 1 2
2022 1 0
2023 1 1
2024 1 2
2025 1 2
2026 1 1
2027 1 2
2028 1 2
2029 1 1
2030 1 1
2031 1 1
2032 1 2
2033 1 0
2034 1 2
2035 1 2
2036 1 1
2037 0 0
2038 1 1
2039 1 0
2040 1 2
2041 1 2
2042 1 1
2043 1 2
2044 0 0
2045 1 2
2046 1 2
2047 1 2
2048 1 1
2049 1 1
2050 1 2
2051 1 0
2052 1 1
2053 1 0
2054 1 2
2055 1 1
2056 1 2
2057 1 1
2058 0 1
2059 1 2
2060 0 0
2061 0 1
2062 1 2
2063 1 1
2064 0 2
2065 1 2
2066 0 2
2067 1 2
2068 1 1
2069 1 1
2070 1 1
2071 1 2
2072 1 2
2073 1 2
2074 1 1
2075 0 2
2076 1 2
2077 1 0
2078 0 1
2079 1 2
2080 1 1
2081 1 0
2082 1 2
2083 1 1
2084 1 0
2085 1 1
2086 1 2
2087 1 2
2088 0 1
2089 1 1
2090 1 1
2091 0 0
2092 1 0
2093 1 1
2094 1 2
2095 1 0
2096 1 1
2097 0 0
2098 1 1
2099 1 2
2100 1 1
2101 1 0
2102 1 2
2103 1 1
2104 1 2
2105 0 1
2106 0 2
2107 0 1
2108 1 1
2109 1 2
2110 1 2
2111 1 1
2112 0 0
2113 0 2
2114 1 1
2115 1 1
2116 1 2
2117 0 2
2118 1 0
2119 0 1
2120 1 0
2121 1 0
2122 0 0
2123 1 0
2124 1 1
2125 1 1
2126 1 2
2127 1 2
2128 0 0
2129 1 1
2130 1 0
2131 1 1
2132 1 0
2133 1 1
2134 1 0
2135 1 2
2136 1 0
2137 1 1
2138 1 1
2139 1 1
2140 1 2
2141 1 2
